1,1,251
1,1,253
3,1,261
3,1,265
6,1,272
0,2,374
3,2,419
2,1,428
6,1,431
3,1,439
2,1,463
3,2,519
3,1,515
0,2,518
1,1,532
2,1,549
2,1,553
2,2,554
2,1,555
2,1,563
6,1,575
5,1,572
3,1,576
3,1,589
3,1,599
3,1,600
3,1,601
7,2,618
0,2,613
2,1,718
2,1,727
7,1,728
7,3,741
6,1,746
6,1,748
6,1,754
6,2,675
6,2,828
3,1,859
2,1,872
1,1,873
1,1,1014
2,1,1017
3,1,1308
2,1,1426
0,4,1296
3,1,1519
3,1,1590
3,2,1597
6,1,1636
6,2,1648
2,1,1659
7,1,1671
1,1,1676
0,3,1677
3,1,1743
6,1,1760
6,2,1806
6,1,1880
2,1,1926
6,1,1969
7,4,1994
3,2,2138
6,1,2150
5,1,2159
6,1,2190
6,1,2328
0,2,2393
6,1,2394
0,2,2401
3,1,2409
2,1,2410
2,1,2423
2,1,2435
2,1,2440
6,2,2284
3,3,2391
2,1,2462
2,1,2463
2,1,2464
0,1,2531
0,2,2535
1,1,2539
0,4,2540
6,1,2563
3,3,2566
3,1,2569
0,4,2684
2,2,2685
6,3,2698
2,2,2724
6,1,2776
2,1,2873
3,1,2883
3,1,2885
6,1,2935
3,2,3026
1,1,3033
2,1,3055
6,1,3097
0,1,3098
0,1,2721
0,2,3109
2,1,3113
6,3,3155
2,1,3156
6,3,3161
2,1,3168
6,1,3175
0,2,3243
3,1,3273
3,1,3291
7,2,3295
2,1,3299
2,1,3313
2,1,3320
3,1,3315
6,1,3319
2,1,3381
6,2,3455
2,1,3464
3,1,3465
1,1,3467
6,1,3472
2,1,3531
2,1,3552
6,1,3553
0,2,3551
3,1,3554
7,1,3566
6,4,3588
2,1,3583
2,1,3607
2,2,3616
2,2,3628
2,1,3629
7,2,3630
2,1,3633
2,1,3638
3,1,3706
7,2,3717
2,1,3718
7,1,3771
3,1,3781
2,1,3838
2,2,3844
7,1,3853
1,1,3854
7,1,3861
3,1,3869
5,1,3895
5,1,3898
2,1,3916
2,1,3918
6,1,3927
5,1,3968
3,1,3984
6,1,4015
6,1,4016
2,2,4022
2,1,4026
2,1,4044
7,1,4040
7,1,4071
7,1,4073
6,1,4131
2,1,4132
7,1,4156
2,3,4172
2,1,4173
2,1,4177
5,1,4178
2,1,4187
2,1,4184
3,2,4240
2,1,4304
2,2,4307
2,1,4346
2,1,4349
2,1,4472
2,1,4469
2,1,4495
6,1,4496
5,1,4587
7,1,4704
2,1,4723
2,1,4737
2,1,4752
2,1,4755
2,1,4760
7,4,4781
1,1,4795
2,1,4879
5,1,4903
5,1,5010
7,2,5040
2,1,5053
7,1,5054
7,1,5059
7,2,5062
7,1,5091
7,1,5123
2,1,5052
2,2,5165
2,1,5180
5,1,5188
7,1,5295
2,1,5347
3,1,5351
5,1,5461
5,1,5481
0,2,4147
3,2,5561
3,2,5581
6,1,5592
2,1,5719
7,3,5729
2,1,5752
2,1,5753
2,1,5757
0,2,5887
6,1,5924
6,4,6032
2,1,6050
2,1,6169
0,1,6124
6,2,6290
6,2,5721
7,1,5903
1,1,5984
1,1,6188
1,1,6449
0,1,6448
3,1,6461
3,1,6480
3,1,6490
2,3,5937
7,1,6602
6,1,6605
3,1,6621
2,1,6627
2,1,6633
6,4,6637
1,1,6642
3,1,6655
0,2,6714
7,2,6734
3,1,6768
3,1,6853
6,1,6874
6,2,6887
2,1,6897
3,1,6904
2,3,6911
2,1,6934
3,1,7029
3,1,7030
3,1,7053
5,1,7054
3,1,7055
3,1,7063
0,2,7149
7,1,7162
7,2,7172
6,1,7185
7,1,7195
7,1,7199
7,1,7200
7,1,7247
2,1,7289
0,3,7294
0,2,7296
7,1,7301
7,1,7302
2,1,7353
0,2,7391
1,1,7457
3,1,7469
5,1,7495
5,1,7496
6,2,7569
1,1,7573
0,2,7575
3,2,7588
3,1,7606
2,1,7609
2,1,7617
2,1,7620
1,1,7626
6,1,7641
6,2,7646
2,2,7688
6,3,7427
0,2,7571
6,3,7715
2,1,8285
2,2,8288
6,1,8298
0,2,8304
6,2,8317
7,1,8322
7,1,8338
2,1,8340
7,2,8344
7,1,8359
2,1,8358
0,2,8451
1,1,8455
5,1,8461
2,2,8465
0,4,8481
6,2,8482
5,2,8494
6,1,8502
1,1,8505
2,1,8515
0,1,8472
2,1,8604
2,1,8605
2,1,8641
1,1,8646
7,1,8647
1,1,8648
2,1,8745
1,1,8746
6,1,8747
0,1,8751
3,2,8766
6,2,8799
2,1,8895
7,1,8906
2,1,8926
2,1,8929
7,1,8937
1,1,8943
2,4,8957
1,1,8970
2,4,9027
2,1,9029
2,1,9043
7,1,9062
2,1,9068
2,1,9085
2,1,9086
2,1,9087
2,2,9089
2,1,9090
2,2,9109
2,3,9110
2,2,9153
2,1,9159
0,1,9160
1,1,9164
2,1,9165
2,2,9177
2,4,9178
6,1,9186
6,2,9210
1,1,9216
2,1,9229
2,1,9235
2,1,9237
6,1,9262
1,1,9312
1,1,9323
2,2,9332
2,1,9337
2,1,9338
2,1,9339
2,2,9342
2,1,9348
2,1,9346
2,1,9349
6,1,9354
2,1,9355
2,1,9358
2,1,9359
5,1,9363
6,1,9451
6,1,9455
1,1,9459
1,1,9460
2,1,9499
3,2,9222
7,2,9231
6,1,9257
3,2,9333
7,1,9445
3,3,9461
3,3,9481
6,1,9504
5,1,9505
6,1,9507
2,2,9508
2,1,9491
2,1,9492
2,1,9506
2,1,9489
6,2,9509
5,2,9510
7,1,9515
6,1,9530
2,1,9534
6,2,9599
2,1,9606
2,1,9613
2,1,9609
2,1,9610
2,1,9611
0,1,9614
2,1,9615
2,2,9604
2,1,9621
1,1,9630
0,3,9631
2,2,9635
1,1,9645
2,1,9643
6,1,9653
6,1,9666
2,1,9667
2,1,9674
2,4,9675
2,1,9676
2,1,9730
6,3,9732
6,3,9733
6,4,9737
2,1,9746
2,1,9765
6,1,9772
1,1,9775
6,2,9783
6,4,9807
2,2,9830
5,1,9660
7,2,9808
0,1,9626
0,3,9778
2,1,9901
2,2,9907
7,1,9908
2,1,9913
2,1,9923
2,1,9932
2,2,9933
2,1,9944
2,1,9954
2,1,10039
2,1,10040
2,1,10041
2,2,10044
6,1,10045
2,1,10060
2,1,10074
6,2,10075
7,1,10076
2,1,10077
2,3,10079
2,2,10080
2,2,10081
3,1,10083
2,1,10090
2,1,10085
3,1,10086
2,1,10094
2,1,10088
2,1,10101
2,1,10096
6,1,10098
3,1,10102
2,2,10105
6,1,10107
6,1,10108
2,1,10109
7,2,10146
7,1,10152
7,1,10161
6,2,10157
2,1,10162
2,2,10167
2,1,10171
0,1,10163
2,1,10173
0,2,10174
2,4,10175
6,2,10176
2,1,10177
2,1,10180
2,1,10183
2,1,10184
0,2,10181
0,2,10182
1,1,10185
2,1,10191
2,1,10195
2,1,10196
2,1,10197
2,1,10198
2,2,10199
1,1,10202
1,1,10205
0,2,10188
0,2,10190
0,4,10204
2,1,10208
2,4,10209
1,1,10210
6,1,10211
2,1,10212
2,1,10216
5,1,10222
3,1,10225
6,3,10228
1,1,10164
2,1,10217
3,1,10237
2,1,10264
7,1,10304
2,1,10311
3,1,10316
2,4,10317
2,1,10321
2,1,10329
2,1,10330
2,1,10331
2,1,10332
2,1,10336
2,1,10341
2,1,10348
2,1,10349
2,1,10350
2,1,10351
2,1,10352
2,2,10353
6,2,10354
2,1,10355
3,1,10356
2,1,10357
2,1,10358
2,1,10359
3,1,10364
3,1,10367
2,1,10370
2,1,10373
3,2,10379
2,1,10374
2,4,10375
3,2,10377
3,1,10384
2,1,10392
2,1,10452
2,1,10458
2,1,10460
2,3,10462
6,1,10463
2,1,10465
2,1,10318
2,1,10385
2,1,10401
2,1,10467
3,2,10471
2,1,10474
2,2,10476
2,1,10479
2,1,10481
2,1,10488
3,2,10490
1,1,10492
2,2,10494
2,2,10496
6,1,10497
6,1,10498
6,1,10499
2,4,10501
2,1,10504
3,1,10511
3,1,10513
3,2,10514
6,1,10517
6,1,10518
6,1,10521
2,1,10522
3,1,10523
2,1,10527
2,1,10530
6,2,10532
2,1,10538
2,1,10534
2,1,10542
6,1,10588
0,2,10594
0,2,10595
6,1,10601
2,1,10617
2,1,10618
2,4,10619
6,1,10620
6,2,10622
2,1,10623
2,1,10624
2,1,10627
2,1,10628
2,1,10637
1,1,10638
3,4,10644
3,1,10649
2,1,10658
2,1,10661
2,1,10663
2,1,10664
2,1,10665
2,4,10672
1,1,10733
2,1,10735
7,1,10758
6,2,10764
2,1,10780
5,1,10775
2,1,10797
2,1,10806
2,1,10808
6,2,10811
6,3,10813
2,1,10881
6,1,10888
2,1,10892
6,2,10894
2,1,10898
2,1,10904
2,1,10905
6,1,10906
2,1,10909
2,1,10910
2,1,10914
5,1,10915
6,3,10916
6,1,10923
2,1,10919
1,1,10924
5,2,10933
5,2,10942
5,1,10943
1,1,10944
2,2,10949
2,1,10958
3,1,10956
5,1,10957
1,1,10971
6,2,11043
6,1,11044
6,1,11045
5,2,11046
6,1,11047
3,1,11053
2,1,10759
4,1,10987
4,1,11063
6,2,11064
2,1,11078
4,2,11075
6,3,11076
2,1,11084
2,1,11087
3,1,11088
3,1,11095
5,1,11096
2,2,11100
6,4,11106
3,2,11101
2,1,11102
3,1,11104
3,2,11038
3,1,11111
2,1,11121
2,2,11127
2,1,11190
2,1,11208
3,1,11210
2,1,11219
3,2,11220
3,3,11223
2,1,11243
2,1,11248
2,1,11252
3,2,11254
3,1,11255
2,1,11263
0,2,11308
6,1,11329
1,1,11330
1,1,11332
5,1,11336
5,1,11341
2,1,11342
2,4,11348
5,2,11355
3,1,11356
0,2,11357
2,1,11361
2,1,11375
2,1,11377
2,1,11378
3,1,11379
3,1,11382
6,1,11383
3,1,11388
6,5,11395
2,1,11389
3,1,11391
6,1,11417
3,1,11461
6,3,11457
0,3,11458
3,1,11462
2,1,11464
2,1,11469
2,1,11477
4,1,11480
2,1,11481
0,2,11476
2,2,11482
4,1,11483
4,1,11484
4,1,11485
2,1,11495
0,1,11501
1,1,11502
3,1,11503
6,1,11504
2,1,11509
2,1,11505
3,2,11535
3,2,11536
2,1,11537
2,1,11538
3,3,11612
4,1,11622
4,1,11623
5,1,11636
1,1,11631
2,1,11632
2,1,11633
0,1,11635
6,2,11639
3,2,11640
3,1,11653
7,3,11704
1,1,11741
7,8,11754
6,2,11774
1,1,11795
7,1,11798
7,1,11799
6,1,11807
1,1,11810
1,1,11821
1,1,11841
2,2,11848
2,1,11887
2,1,11900
1,1,11912
6,1,11915
6,2,11920
6,2,11932
5,1,11926
2,1,11936
1,1,11937
6,1,11952
3,1,11898
5,1,11960
6,2,11975
7,1,12012
7,2,12039
2,1,12050
5,2,12052
2,2,12058
4,1,12059
4,1,12063
5,1,12066
2,1,12067
2,1,12083
2,1,12082
1,1,12091
2,1,12102
5,1,12098
2,1,12099
6,1,12109
3,1,12104
2,1,12107
2,1,12127
3,1,11783
2,2,12177
5,2,12179
6,1,12224
1,2,12227
1,1,12230
2,1,12242
2,2,12237
3,1,12239
4,1,12240
5,1,12241
6,1,12243
3,1,12193
2,2,12247
7,1,12244
4,1,12245
1,1,12246
1,2,12208
2,2,12248
2,1,12255
2,1,12256
4,3,12270
6,1,12325
2,1,12326
2,1,12328
0,2,12333
0,6,12338
3,1,12343
3,1,12344
2,1,12361
6,1,12362
2,1,12367
2,1,12371
2,1,12381
6,1,12383
2,1,12389
1,1,12384
2,1,12385
6,1,12386
0,1,12387
0,1,12390
2,1,12391
4,2,12405
5,1,12406
6,1,12469
3,1,12463
5,1,12470
3,2,12473
6,1,12484
2,1,12485
3,1,12491
6,1,12486
6,1,12492
3,1,12493
2,2,12519
3,1,12522
6,1,12530
5,1,12532
6,1,12537
3,1,12612
2,1,12504
0,1,12627
0,1,12635
1,1,12641
1,1,12642
0,1,12655
2,2,12661
3,1,12666
2,1,12670
1,1,12488
3,1,12672
6,2,12679
6,1,12680
2,3,12683
2,2,12695
2,1,12702
3,1,12704
0,1,12757
6,2,12764
6,1,12768
6,1,12769
6,2,12776
2,1,12783
2,1,12784
2,1,12785
6,1,12791
6,4,12799
2,1,12806
6,2,12807
2,1,12824
2,1,12831
3,1,12900
3,1,12913
6,2,12916
3,1,12919
2,1,12922
2,1,12931
2,1,12925
5,1,12930
5,1,12932
5,1,12934
6,1,12939
2,1,12946
2,1,12947
2,1,12948
3,2,12951
2,1,12906
2,3,12966
2,7,12983
3,1,13045
6,1,13052
3,1,13054
2,2,13063
3,1,13064
3,1,12690
2,1,12974
1,4,13009
0,1,13065
2,1,13074
2,2,13102
5,1,13112
2,1,13118
6,1,13119
2,1,13135
6,1,13130
7,1,13139
0,2,13190
0,1,13204
3,1,13203
0,6,13206
2,1,13207
2,1,13208
4,1,13215
4,2,13216
4,4,13075
6,1,13183
2,1,13225
1,1,13228
2,1,13229
2,1,13231
2,1,13232
2,1,13239
3,1,13245
2,1,13248
6,1,13263
6,2,13271
3,3,13267
2,1,13276
1,1,13272
5,1,13273
5,6,13288
0,3,13234
0,1,13335
0,2,13338
0,1,13340
6,1,13341
6,1,13342
2,1,13353
6,1,13355
2,1,13359
2,2,13361
1,1,13363
0,2,13343
2,2,13360
2,2,13372
6,1,13374
6,1,13376
6,1,13382
5,1,13395
5,1,13403
4,1,13405
2,1,13420
0,2,13468
2,1,13474
2,1,13483
0,2,13490
4,2,13495
0,2,13496
3,1,13497
5,1,13498
6,1,13500
6,2,13502
6,2,13512
2,1,13507
3,1,13510
4,1,13511
4,4,13519
2,1,13514
1,1,13515
1,1,13516
6,1,13517
2,1,13518
1,1,13520
2,1,13521
2,1,13523
2,1,13533
1,1,13542
3,2,13568
0,1,13569
2,1,13570
2,1,13618
6,1,13624
6,1,13631
7,1,13632
1,1,13636
2,1,13648
2,1,13649
1,1,13650
1,1,13651
0,2,13652
5,1,13653
4,2,13654
4,1,13655
3,1,13661
2,1,13662
2,1,13663
4,1,13664
2,1,13667
4,1,13673
4,1,13691
2,1,13696
6,1,13697
2,1,13701
1,1,13754
2,1,13778
1,1,13796
2,2,13798
2,1,13808
4,1,13832
4,1,13918
6,1,13919
4,1,13921
4,1,13925
2,1,13926
2,1,13945
4,1,13953
4,2,13956
3,1,13968
4,1,13976
4,1,13984
3,1,13985
2,1,14024
6,1,14058
3,2,14078
3,1,14080
2,1,14083
3,1,14084
4,1,14085
4,3,13988
1,1,14044
1,2,14106
2,1,14107
1,1,14109
1,1,14110
4,1,14111
2,1,14114
3,1,14116
2,2,14118
0,1,14120
1,1,14136
2,1,14130
3,1,14179
5,2,14193
6,1,14194
3,1,14199
0,3,14208
0,2,14204
4,1,14230
2,2,14239
1,1,14248
3,1,14253
7,1,14261
1,1,14262
1,1,14264
1,1,14265
2,1,14283
1,1,14292
6,1,14342
2,2,14344
3,1,14349
1,1,14351
1,1,14352
4,1,14353
0,1,14356
4,1,14357
1,1,14363
2,1,14372
1,1,14371
2,3,14196
3,1,14377
4,1,14389
4,1,14392
4,1,14394
4,1,14395
4,1,14400
2,1,14401
4,1,14403
2,2,14407
2,1,14408
3,1,14413
2,1,14416
6,1,14431
5,2,14492
6,1,14510
3,2,14514
2,3,14480
1,1,14515
0,1,14525
3,1,14534
2,1,14569
0,1,14588
2,1,14621
2,2,14635
4,1,14643
4,1,14646
5,2,14647
5,1,14659
3,2,14656
6,4,14677
5,1,14678
3,1,14681
1,1,14684
4,2,14685
1,1,14687
1,1,14688
3,1,14691
6,1,14696
1,1,14723
2,1,14765
3,2,14769
3,1,14777
6,1,14636
5,1,14781
5,1,14803
5,1,14814
6,1,14816
6,1,14825
3,2,14869
6,1,14934
6,1,14935
3,1,14939
3,1,14941
2,1,14963
6,2,14977
5,1,14987
5,1,14990
6,2,15057
4,1,15061
1,1,15069
2,2,15064
2,1,15065
2,1,15066
2,1,15068
3,2,15073
4,1,15082
2,1,15091
2,1,15109
3,1,15113
3,2,15114
6,1,15128
5,1,15129
2,1,15130
2,1,15142
4,1,15140
2,1,15141
2,2,15211
6,1,15220
6,3,15225
6,1,15243
6,1,15253
2,1,15264
3,1,15271
2,1,15282
2,1,15293
2,1,15331
4,1,15345
1,2,15341
1,1,15342
3,1,15349
6,2,15350
2,1,15351
3,1,15354
6,1,15359
5,1,15360
4,1,15362
1,2,15364
2,2,15365
2,2,15366
6,1,15367
6,1,15373
5,1,15374
4,1,15378
2,1,15380
2,1,15389
2,1,15399
2,1,15406
1,1,15426
2,1,15504
3,1,15505
6,1,15513
5,1,15530
4,3,15537
3,1,15547
2,1,15548
1,1,15551
4,1,15553
2,1,15563
2,1,15568
2,1,15569
6,1,15624
6,1,15631
6,1,15632
6,1,15633
4,1,15634
4,3,15639
5,1,15651
2,1,15664
2,1,15674
3,1,15690
4,1,15696
6,1,15697
2,1,15718
2,1,15726
2,1,15727
2,1,15732
4,1,15775
2,1,15788
6,2,15793
0,1,15795
0,2,15798
2,2,15806
2,2,15815
2,1,15817
2,1,15833
2,2,15828
6,1,15830
2,1,15832
7,1,15910
2,1,15921
